state,year,quarter,DebtValue,Median_H_Inc,mean_AGI,MinWage,HPI,Delinquency_pct,Mean_Mpct,Med_Mpct,mean_CPI,ForeclosureRate,DTI_ratio,time
AZ,2016,1,48.03,68700,62434.75,8.05,227.4975,3.86,1.705,1.6949999999999998,131.9692758135053,0.046,2.290961407682137,2016-01-01
AZ,2016,2,47.68,70100,62689.5,8.05,231.425,3.57,1.514375,1.4887499999999998,133.51641835297605,0.034,2.345238230972283,2016-04-01
AZ,2016,3,48.1,71500,62944.25,8.05,235.3525,3.48,1.32375,1.2825,133.96060336520642,0.033,2.3615921811547302,2016-07-01
AZ,2016,4,49.04,72900,63199,8.05,239.28,3.57,1.133125,1.07625,134.25876510266104,0.034,2.3521600004666894,2016-10-01
AZ,2017,1,49.1,73400,64227.5,8.537500000000001,243.775,3.37,0.9425,0.87,134.361,0.035,2.327520688654391,2017-01-01
AZ,2017,2,49.54,73900,65256,9.025,248.26999999999998,3.07,0.839375,0.78625,134.361,0.036,2.2859566315855533,2017-04-01
AZ,2017,3,49.79,74400,66284.5,9.5125,252.765,3.11,0.7362500000000001,0.7025,134.361,0.032,2.254336924964233,2017-07-01
AZ,2017,4,50.81,74900,67313,10,257.26,3.21,0.633125,0.61875,134.361,0.029,2.1899473621152783,2017-10-01
AZ,2018,1,51.43,75325,68194.25,10.125,262.255,3.05,0.53,0.535,136.774,0.038,2.147706139606341,2018-01-01
AZ,2018,2,51.99,75750,69075.5,10.25,267.25,2.93,0.5337500000000001,0.535,139.861,0.029,2.1093020877834476,2018-04-01
AZ,2018,3,52.18,76175,69956.75,10.375,272.245,2.89,0.5375000000000001,0.535,139.554,0.022,2.086790077354411,2018-07-01
AZ,2018,4,52.68,76600,70838,10.5,277.24,2.97,0.54125,0.535,140.083,0.029,2.0526585486861557,2018-10-01
AZ,2019,1,52.6,78862.5,69896,10.625,281.9725,2.84,0.545,0.535,139.66,0.029,2.1450255697655742,2019-01-01
AZ,2019,2,53.83,81125,68954,10.75,286.70500000000004,2.92,0.5062500000000001,0.48750000000000004,142.997,0.026,2.1856009232754205,2019-04-01
AZ,2019,3,54.19,83387.5,68012,10.875,291.4375,3.05,0.4675,0.44000000000000006,143.76,0.02,2.2625399508051167,2019-07-01
AZ,2019,4,55.63,85650,67070,11,296.17,3,0.42875,0.3925,144.91,0.023,2.295567148608906,2019-10-01
AZ,2020,1,56.39,84355,68094,11.25,301.02750000000003,3.03,0.39,0.34500000000000003,145.746,0.027,2.196847391304989,2020-01-01
AZ,2020,2,56.67,83060,69118,11.5,305.885,2.51,0.355625,0.3225,145.849,0.011,2.120545284152634,2020-04-01
AZ,2020,3,56.98,81765,70142,11.75,310.7425,2.2,0.32125000000000004,0.30000000000000004,146.395,0.003,2.0458173205457286,2020-07-01
AZ,2020,4,58.11,80470,71166,12,315.6,2.05,0.286875,0.2775,145.66,0.005,1.9458554253938598,2020-10-01
AZ,2021,1,57.47,80680,75124.5,12.0375,330.6225,2.24,0.2525,0.255,147.186,0.005,1.868715112890561,2021-01-01
AZ,2021,2,58.7,80890,79083,12.075,345.645,1.92,0.25625,0.25375000000000003,153.672,0.002,1.7425032561804417,2021-04-01
AZ,2021,3,60.54,81100,83041.5,12.1125,360.6675,1.68,0.26,0.2525,153.931,0.002,1.613181571974072,2021-07-01
AZ,2021,4,62.13,81310,87000,12.15,375.69,1.88,0.26375000000000004,0.25125,159.85,0.003,1.5042615502163612,2021-10-01
AZ,2022,1,63.9,80557.5,87375,12.3125,395.7975,1.7,0.2675,0.25,163.261,0.012,1.4428392001988084,2022-01-01
AZ,2022,2,64.06,79805,87750,12.475000000000001,415.905,1.74,0.2725,0.275,172.643,0.012,1.4196982351837173,2022-04-01
AZ,2022,3,65.65,79052.5,88125,12.637500000000001,436.0125,1.5,0.27749999999999997,0.3,173.952,0.009,1.3664122549734514,2022-07-01
AZ,2022,4,68.87,78300,88500,12.8,456.12,1.43,0.2825,0.32499999999999996,175.019,0.007,1.2846606108782697,2022-10-01
AZ,2023,1,68.05,79925,89500,13.0625,458.7475,1.39,0.2875,0.35,177.118,0.013,1.3122950180404649,2023-01-01
AZ,2023,2,68.37,81550,90500,13.325,461.375,1.35,0.41125,0.45124999999999993,180.251,0.012,1.3179829930900842,2023-04-01
AZ,2023,3,70.35,83175,91500,13.5875,464.0025,1.36,0.5349999999999999,0.5525,180.387,0.011,1.2921341768907222,2023-07-01
AZ,2023,4,70.35,84800,92500,13.85,466.63,1.22,0.65875,0.6537499999999999,179.733,0.014,1.3031368255248854,2023-10-01
CA,2003,1,43.28824141519251,78695,56837.25,6.75,148.8475,1.60034424734748,0.44286631846556324,0.40731104965574866,192.4,0.06,3.1984836850291507,2003-01-01
CA,2003,2,44.50364754684595,79050,57294.5,6.75,152.445,1.3958912012856568,0.41073028022973457,0.3844367319313327,191.43333333333334,0.04,3.1002258491762515,2003-04-01
CA,2003,3,45.41081735908216,79405,57751.75,6.75,156.0425,1.3763562965868967,0.3785942419939059,0.3615624142069168,192.96666666666667,0.04,3.0277734914083836,2003-07-01
CA,2003,4,49.202051866628665,79760,58209,6.75,159.64,1.3207530408340573,0.3464582037580772,0.33868809648250087,191.1,0.04,2.784914025787729,2003-10-01
CA,2004,1,51.22463510145959,79242.5,59468.25,6.75,167.96249999999998,1.2531170338452986,0.3143221655222485,0.3158137787580849,194.36666666666667,0.04,2.6013221362127354,2004-01-01
CA,2004,2,52.75691911606951,78725,60727.5,6.75,176.285,1.1582097736207129,0.33619977512370974,0.338614771191829,196,0.03,2.457241496535944,2004-04-01
